DateKey,Date,Annee,Mois,MoisNom,MoisFrancais,Trimestre,TrimestreAnnee,SortOrder,AnneeMonth,MoisComplet,JourSemaine,JourSemaineNom,JourSemaineFrancais,EstWeekend,EstDebutMois,EstFinMois,SortOrderJour,SortOrderJourSemaine,SortOrderJourSemaineFr
20250914,2025-09-14,2025,9,September,Septembre,T3,2025-T3,202509,2025-09,Sep 2025,7,Sunday,Dimanche,1,0,0,20250914,7,7
20250915,2025-09-15,2025,9,September,Septembre,T3,2025-T3,202509,2025-09,Sep 2025,1,Monday,Lundi,0,0,0,20250915,1,1
20250916,2025-09-16,2025,9,September,Septembre,T3,2025-T3,202509,2025-09,Sep 2025,2,Tuesday,Mardi,0,0,0,20250916,2,2
20250917,2025-09-17,2025,9,September,Septembre,T3,2025-T3,202509,2025-09,Sep 2025,3,Wednesday,Mercredi,0,0,0,20250917,3,3
20250918,2025-09-18,2025,9,September,Septembre,T3,2025-T3,202509,2025-09,Sep 2025,4,Thursday,Jeudi,0,0,0,20250918,4,4
20250919,2025-09-19,2025,9,September,Septembre,T3,2025-T3,202509,2025-09,Sep 2025,5,Friday,Vendredi,0,0,0,20250919,5,5
20250920,2025-09-20,2025,9,September,Septembre,T3,2025-T3,202509,2025-09,Sep 2025,6,Saturday,Samedi,1,0,0,20250920,6,6
20250921,2025-09-21,2025,9,September,Septembre,T3,2025-T3,202509,2025-09,Sep 2025,7,Sunday,Dimanche,1,0,0,20250921,7,7
20250922,2025-09-22,2025,9,September,Septembre,T3,2025-T3,202509,2025-09,Sep 2025,1,Monday,Lundi,0,0,0,20250922,1,1
20250923,2025-09-23,2025,9,September,Septembre,T3,2025-T3,202509,2025-09,Sep 2025,2,Tuesday,Mardi,0,0,0,20250923,2,2
20250924,2025-09-24,2025,9,September,Septembre,T3,2025-T3,202509,2025-09,Sep 2025,3,Wednesday,Mercredi,0,0,0,20250924,3,3
20250925,2025-09-25,2025,9,September,Septembre,T3,2025-T3,202509,2025-09,Sep 2025,4,Thursday,Jeudi,0,0,0,20250925,4,4
20250926,2025-09-26,2025,9,September,Septembre,T3,2025-T3,202509,2025-09,Sep 2025,5,Friday,Vendredi,0,0,0,20250926,5,5
20250927,2025-09-27,2025,9,September,Septembre,T3,2025-T3,202509,2025-09,Sep 2025,6,Saturday,Samedi,1,0,0,20250927,6,6
20250928,2025-09-28,2025,9,September,Septembre,T3,2025-T3,202509,2025-09,Sep 2025,7,Sunday,Dimanche,1,0,0,20250928,7,7
20250929,2025-09-29,2025,9,September,Septembre,T3,2025-T3,202509,2025-09,Sep 2025,1,Monday,Lundi,0,0,0,20250929,1,1
20250930,2025-09-30,2025,9,September,Septembre,T3,2025-T3,202509,2025-09,Sep 2025,2,Tuesday,Mardi,0,0,1,20250930,2,2
20251001,2025-10-01,2025,10,October,Octobre,T4,2025-T4,202510,2025-10,Oct 2025,3,Wednesday,Mercredi,0,1,0,20251001,3,3
20251002,2025-10-02,2025,10,October,Octobre,T4,2025-T4,202510,2025-10,Oct 2025,4,Thursday,Jeudi,0,0,0,20251002,4,4
20251003,2025-10-03,2025,10,October,Octobre,T4,2025-T4,202510,2025-10,Oct 2025,5,Friday,Vendredi,0,0,0,20251003,5,5
20251004,2025-10-04,2025,10,October,Octobre,T4,2025-T4,202510,2025-10,Oct 2025,6,Saturday,Samedi,1,0,0,20251004,6,6
20251005,2025-10-05,2025,10,October,Octobre,T4,2025-T4,202510,2025-10,Oct 2025,7,Sunday,Dimanche,1,0,0,20251005,7,7
20251006,2025-10-06,2025,10,October,Octobre,T4,2025-T4,202510,2025-10,Oct 2025,1,Monday,Lundi,0,0,0,20251006,1,1
20251007,2025-10-07,2025,10,October,Octobre,T4,2025-T4,202510,2025-10,Oct 2025,2,Tuesday,Mardi,0,0,0,20251007,2,2
20251008,2025-10-08,2025,10,October,Octobre,T4,2025-T4,202510,2025-10,Oct 2025,3,Wednesday,Mercredi,0,0,0,20251008,3,3
20251009,2025-10-09,2025,10,October,Octobre,T4,2025-T4,202510,2025-10,Oct 2025,4,Thursday,Jeudi,0,0,0,20251009,4,4
20251010,2025-10-10,2025,10,October,Octobre,T4,2025-T4,202510,2025-10,Oct 2025,5,Friday,Vendredi,0,0,0,20251010,5,5
20251011,2025-10-11,2025,10,October,Octobre,T4,2025-T4,202510,2025-10,Oct 2025,6,Saturday,Samedi,1,0,0,20251011,6,6
20251012,2025-10-12,2025,10,October,Octobre,T4,2025-T4,202510,2025-10,Oct 2025,7,Sunday,Dimanche,1,0,0,20251012,7,7
20251013,2025-10-13,2025,10,October,Octobre,T4,2025-T4,202510,2025-10,Oct 2025,1,Monday,Lundi,0,0,0,20251013,1,1
20251014,2025-10-14,2025,10,October,Octobre,T4,2025-T4,202510,2025-10,Oct 2025,2,Tuesday,Mardi,0,0,0,20251014,2,2
20251015,2025-10-15,2025,10,October,Octobre,T4,2025-T4,202510,2025-10,Oct 2025,3,Wednesday,Mercredi,0,0,0,20251015,3,3
20251016,2025-10-16,2025,10,October,Octobre,T4,2025-T4,202510,2025-10,Oct 2025,4,Thursday,Jeudi,0,0,0,20251016,4,4
20251017,2025-10-17,2025,10,October,Octobre,T4,2025-T4,202510,2025-10,Oct 2025,5,Friday,Vendredi,0,0,0,20251017,5,5
20251018,2025-10-18,2025,10,October,Octobre,T4,2025-T4,202510,2025-10,Oct 2025,6,Saturday,Samedi,1,0,0,20251018,6,6
20251019,2025-10-19,2025,10,October,Octobre,T4,2025-T4,202510,2025-10,Oct 2025,7,Sunday,Dimanche,1,0,0,20251019,7,7
20251020,2025-10-20,2025,10,October,Octobre,T4,2025-T4,202510,2025-10,Oct 2025,1,Monday,Lundi,0,0,0,20251020,1,1
20251021,2025-10-21,2025,10,October,Octobre,T4,2025-T4,202510,2025-10,Oct 2025,2,Tuesday,Mardi,0,0,0,20251021,2,2
20251022,2025-10-22,2025,10,October,Octobre,T4,2025-T4,202510,2025-10,Oct 2025,3,Wednesday,Mercredi,0,0,0,20251022,3,3
20251023,2025-10-23,2025,10,October,Octobre,T4,2025-T4,202510,2025-10,Oct 2025,4,Thursday,Jeudi,0,0,0,20251023,4,4
20251024,2025-10-24,2025,10,October,Octobre,T4,2025-T4,202510,2025-10,Oct 2025,5,Friday,Vendredi,0,0,0,20251024,5,5
20251025,2025-10-25,2025,10,October,Octobre,T4,2025-T4,202510,2025-10,Oct 2025,6,Saturday,Samedi,1,0,0,20251025,6,6
20251026,2025-10-26,2025,10,October,Octobre,T4,2025-T4,202510,2025-10,Oct 2025,7,Sunday,Dimanche,1,0,0,20251026,7,7
20251027,2025-10-27,2025,10,October,Octobre,T4,2025-T4,202510,2025-10,Oct 2025,1,Monday,Lundi,0,0,0,20251027,1,1
20251028,2025-10-28,2025,10,October,Octobre,T4,2025-T4,202510,2025-10,Oct 2025,2,Tuesday,Mardi,0,0,0,20251028,2,2
20251029,2025-10-29,2025,10,October,Octobre,T4,2025-T4,202510,2025-10,Oct 2025,3,Wednesday,Mercredi,0,0,0,20251029,3,3
20251030,2025-10-30,2025,10,October,Octobre,T4,2025-T4,202510,2025-10,Oct 2025,4,Thursday,Jeudi,0,0,0,20251030,4,4
20251031,2025-10-31,2025,10,October,Octobre,T4,2025-T4,202510,2025-10,Oct 2025,5,Friday,Vendredi,0,0,1,20251031,5,5
20251101,2025-11-01,2025,11,November,Novembre,T4,2025-T4,202511,2025-11,Nov 2025,6,Saturday,Samedi,1,1,0,20251101,6,6
20251102,2025-11-02,2025,11,November,Novembre,T4,2025-T4,202511,2025-11,Nov 2025,7,Sunday,Dimanche,1,0,0,20251102,7,7
20251103,2025-11-03,2025,11,November,Novembre,T4,2025-T4,202511,2025-11,Nov 2025,1,Monday,Lundi,0,0,0,20251103,1,1
20251104,2025-11-04,2025,11,November,Novembre,T4,2025-T4,202511,2025-11,Nov 2025,2,Tuesday,Mardi,0,0,0,20251104,2,2
20251105,2025-11-05,2025,11,November,Novembre,T4,2025-T4,202511,2025-11,Nov 2025,3,Wednesday,Mercredi,0,0,0,20251105,3,3
20251106,2025-11-06,2025,11,November,Novembre,T4,2025-T4,202511,2025-11,Nov 2025,4,Thursday,Jeudi,0,0,0,20251106,4,4
20251107,2025-11-07,2025,11,November,Novembre,T4,2025-T4,202511,2025-11,Nov 2025,5,Friday,Vendredi,0,0,0,20251107,5,5
20251108,2025-11-08,2025,11,November,Novembre,T4,2025-T4,202511,2025-11,Nov 2025,6,Saturday,Samedi,1,0,0,20251108,6,6
20251109,2025-11-09,2025,11,November,Novembre,T4,2025-T4,202511,2025-11,Nov 2025,7,Sunday,Dimanche,1,0,0,20251109,7,7
20251110,2025-11-10,2025,11,November,Novembre,T4,2025-T4,202511,2025-11,Nov 2025,1,Monday,Lundi,0,0,0,20251110,1,1
20251111,2025-11-11,2025,11,November,Novembre,T4,2025-T4,202511,2025-11,Nov 2025,2,Tuesday,Mardi,0,0,0,20251111,2,2
20251112,2025-11-12,2025,11,November,Novembre,T4,2025-T4,202511,2025-11,Nov 2025,3,Wednesday,Mercredi,0,0,0,20251112,3,3
20251113,2025-11-13,2025,11,November,Novembre,T4,2025-T4,202511,2025-11,Nov 2025,4,Thursday,Jeudi,0,0,0,20251113,4,4
20251114,2025-11-14,2025,11,November,Novembre,T4,2025-T4,202511,2025-11,Nov 2025,5,Friday,Vendredi,0,0,0,20251114,5,5
20251115,2025-11-15,2025,11,November,Novembre,T4,2025-T4,202511,2025-11,Nov 2025,6,Saturday,Samedi,1,0,0,20251115,6,6
20251116,2025-11-16,2025,11,November,Novembre,T4,2025-T4,202511,2025-11,Nov 2025,7,Sunday,Dimanche,1,0,0,20251116,7,7
20251117,2025-11-17,2025,11,November,Novembre,T4,2025-T4,202511,2025-11,Nov 2025,1,Monday,Lundi,0,0,0,20251117,1,1
20251118,2025-11-18,2025,11,November,Novembre,T4,2025-T4,202511,2025-11,Nov 2025,2,Tuesday,Mardi,0,0,0,20251118,2,2
20251119,2025-11-19,2025,11,November,Novembre,T4,2025-T4,202511,2025-11,Nov 2025,3,Wednesday,Mercredi,0,0,0,20251119,3,3
20251120,2025-11-20,2025,11,November,Novembre,T4,2025-T4,202511,2025-11,Nov 2025,4,Thursday,Jeudi,0,0,0,20251120,4,4
20251121,2025-11-21,2025,11,November,Novembre,T4,2025-T4,202511,2025-11,Nov 2025,5,Friday,Vendredi,0,0,0,20251121,5,5
20251122,2025-11-22,2025,11,November,Novembre,T4,2025-T4,202511,2025-11,Nov 2025,6,Saturday,Samedi,1,0,0,20251122,6,6
20251123,2025-11-23,2025,11,November,Novembre,T4,2025-T4,202511,2025-11,Nov 2025,7,Sunday,Dimanche,1,0,0,20251123,7,7
20251124,2025-11-24,2025,11,November,Novembre,T4,2025-T4,202511,2025-11,Nov 2025,1,Monday,Lundi,0,0,0,20251124,1,1
20251125,2025-11-25,2025,11,November,Novembre,T4,2025-T4,202511,2025-11,Nov 2025,2,Tuesday,Mardi,0,0,0,20251125,2,2
20251126,2025-11-26,2025,11,November,Novembre,T4,2025-T4,202511,2025-11,Nov 2025,3,Wednesday,Mercredi,0,0,0,20251126,3,3
20251127,2025-11-27,2025,11,November,Novembre,T4,2025-T4,202511,2025-11,Nov 2025,4,Thursday,Jeudi,0,0,0,20251127,4,4
20251128,2025-11-28,2025,11,November,Novembre,T4,2025-T4,202511,2025-11,Nov 2025,5,Friday,Vendredi,0,0,0,20251128,5,5
20251129,2025-11-29,2025,11,November,Novembre,T4,2025-T4,202511,2025-11,Nov 2025,6,Saturday,Samedi,1,0,0,20251129,6,6
20251130,2025-11-30,2025,11,November,Novembre,T4,2025-T4,202511,2025-11,Nov 2025,7,Sunday,Dimanche,1,0,1,20251130,7,7
20251201,2025-12-01,2025,12,December,Décembre,T4,2025-T4,202512,2025-12,Dec 2025,1,Monday,Lundi,0,1,0,20251201,1,1
20251202,2025-12-02,2025,12,December,Décembre,T4,2025-T4,202512,2025-12,Dec 2025,2,Tuesday,Mardi,0,0,0,20251202,2,2
20251203,2025-12-03,2025,12,December,Décembre,T4,2025-T4,202512,2025-12,Dec 2025,3,Wednesday,Mercredi,0,0,0,20251203,3,3
20251204,2025-12-04,2025,12,December,Décembre,T4,2025-T4,202512,2025-12,Dec 2025,4,Thursday,Jeudi,0,0,0,20251204,4,4
20251205,2025-12-05,2025,12,December,Décembre,T4,2025-T4,202512,2025-12,Dec 2025,5,Friday,Vendredi,0,0,0,20251205,5,5
20251206,2025-12-06,2025,12,December,Décembre,T4,2025-T4,202512,2025-12,Dec 2025,6,Saturday,Samedi,1,0,0,20251206,6,6
20251207,2025-12-07,2025,12,December,Décembre,T4,2025-T4,202512,2025-12,Dec 2025,7,Sunday,Dimanche,1,0,0,20251207,7,7
20251208,2025-12-08,2025,12,December,Décembre,T4,2025-T4,202512,2025-12,Dec 2025,1,Monday,Lundi,0,0,0,20251208,1,1
20251209,2025-12-09,2025,12,December,Décembre,T4,2025-T4,202512,2025-12,Dec 2025,2,Tuesday,Mardi,0,0,0,20251209,2,2
20251210,2025-12-10,2025,12,December,Décembre,T4,2025-T4,202512,2025-12,Dec 2025,3,Wednesday,Mercredi,0,0,0,20251210,3,3
20251211,2025-12-11,2025,12,December,Décembre,T4,2025-T4,202512,2025-12,Dec 2025,4,Thursday,Jeudi,0,0,0,20251211,4,4
20251212,2025-12-12,2025,12,December,Décembre,T4,2025-T4,202512,2025-12,Dec 2025,5,Friday,Vendredi,0,0,0,20251212,5,5
20251213,2025-12-13,2025,12,December,Décembre,T4,2025-T4,202512,2025-12,Dec 2025,6,Saturday,Samedi,1,0,0,20251213,6,6
20251214,2025-12-14,2025,12,December,Décembre,T4,2025-T4,202512,2025-12,Dec 2025,7,Sunday,Dimanche,1,0,0,20251214,7,7
20251215,2025-12-15,2025,12,December,Décembre,T4,2025-T4,202512,2025-12,Dec 2025,1,Monday,Lundi,0,0,0,20251215,1,1
20251216,2025-12-16,2025,12,December,Décembre,T4,2025-T4,202512,2025-12,Dec 2025,2,Tuesday,Mardi,0,0,0,20251216,2,2
20251217,2025-12-17,2025,12,December,Décembre,T4,2025-T4,202512,2025-12,Dec 2025,3,Wednesday,Mercredi,0,0,0,20251217,3,3
20251218,2025-12-18,2025,12,December,Décembre,T4,2025-T4,202512,2025-12,Dec 2025,4,Thursday,Jeudi,0,0,0,20251218,4,4
20251219,2025-12-19,2025,12,December,Décembre,T4,2025-T4,202512,2025-12,Dec 2025,5,Friday,Vendredi,0,0,0,20251219,5,5
20251220,2025-12-20,2025,12,December,Décembre,T4,2025-T4,202512,2025-12,Dec 2025,6,Saturday,Samedi,1,0,0,20251220,6,6
20251221,2025-12-21,2025,12,December,Décembre,T4,2025-T4,202512,2025-12,Dec 2025,7,Sunday,Dimanche,1,0,0,20251221,7,7
20251222,2025-12-22,2025,12,December,Décembre,T4,2025-T4,202512,2025-12,Dec 2025,1,Monday,Lundi,0,0,0,20251222,1,1
20251223,2025-12-23,2025,12,December,Décembre,T4,2025-T4,202512,2025-12,Dec 2025,2,Tuesday,Mardi,0,0,0,20251223,2,2
20251224,2025-12-24,2025,12,December,Décembre,T4,2025-T4,202512,2025-12,Dec 2025,3,Wednesday,Mercredi,0,0,0,20251224,3,3
20251225,2025-12-25,2025,12,December,Décembre,T4,2025-T4,202512,2025-12,Dec 2025,4,Thursday,Jeudi,0,0,0,20251225,4,4
20251226,2025-12-26,2025,12,December,Décembre,T4,2025-T4,202512,2025-12,Dec 2025,5,Friday,Vendredi,0,0,0,20251226,5,5
20251227,2025-12-27,2025,12,December,Décembre,T4,2025-T4,202512,2025-12,Dec 2025,6,Saturday,Samedi,1,0,0,20251227,6,6
20251228,2025-12-28,2025,12,December,Décembre,T4,2025-T4,202512,2025-12,Dec 2025,7,Sunday,Dimanche,1,0,0,20251228,7,7
20251229,2025-12-29,2025,12,December,Décembre,T4,2025-T4,202512,2025-12,Dec 2025,1,Monday,Lundi,0,0,0,20251229,1,1
20251230,2025-12-30,2025,12,December,Décembre,T4,2025-T4,202512,2025-12,Dec 2025,2,Tuesday,Mardi,0,0,0,20251230,2,2
20251231,2025-12-31,2025,12,December,Décembre,T4,2025-T4,202512,2025-12,Dec 2025,3,Wednesday,Mercredi,0,0,1,20251231,3,3
